Target Distance: 100, Step Size: 2
43968: (x,y) = (-6013.66,5446.79)
43969: (x,y) = (-6005.89,5417.81)
43970: (x,y) = (-5981.32,5435.02)
43971: (x,y) = (-5992.07,5407.01)
43972: (x,y) = (-5999.83,5435.99)
43973: (x,y) = (-6006.07,5465.33)
43974: (x,y) = (-5994.83,5437.52)
43975: (x,y) = (-6024.54,5433.34)
43976: (x,y) = (-5995.43,5426.08)
43977: (x,y) = (-5985.17,5397.89)
43978: (x,y) = (-5980.48,5368.26)
43979: (x,y) = (-5958.18,5348.19)
43980: (x,y) = (-5943.64,5321.95)
43981: (x,y) = (-5941.55,5351.88)
43982: (x,y) = (-5962.76,5373.09)
43983: (x,y) = (-5988.2,5357.19)
43984: (x,y) = (-6010.84,5376.88)
43985: (x,y) = (-6028.9,5400.83)
43986: (x,y) = (-6054.34,5416.73)
43987: (x,y) = (-6038.44,5391.29)
43988: (x,y) = (-6056.07,5367.02)
43989: (x,y) = (-6060.77,5396.65)
43990: (x,y) = (-6053,5367.67)
43991: (x,y) = (-6069.78,5342.8)
43992: (x,y) = (-6067.16,5312.92)
43993: (x,y) = (-6096.94,5309.26)
43994: (x,y) = (-6095.37,5279.3)
43995: (x,y) = (-6065.83,5284.51)
43996: (x,y) = (-6089.78,5302.56)
43997: (x,y) = (-6089.26,5332.56)
43998: (x,y) = (-6059.33,5330.47)
43999: (x,y) = (-6087.87,5321.2)
44000: (x,y) = (-6058.76,5328.45)
44001: (x,y) = (-6033.04,5343.91)
44002: (x,y) = (-6010.4,5324.22)
44003: (x,y) = (-5980.69,5320.05)
44004: (x,y) = (-6001.15,5341.99)
44005: (x,y) = (-6010.92,5313.62)
44006: (x,y) = (-5992.45,5337.26)
44007: (x,y) = (-5962.74,5333.09)
44008: (x,y) = (-5992.72,5332.04)
44009: (x,y) = (-5966.49,5317.5)
44010: (x,y) = (-5947.2,5294.52)
44011: (x,y) = (-5917.43,5290.86)
44012: (x,y) = (-5901.09,5316.02)
44013: (x,y) = (-5878.79,5295.95)
44014: (x,y) = (-5872.04,5325.18)
44015: (x,y) = (-5860.8,5352.99)
44016: (x,y) = (-5858.19,5382.88)
44017: (x,y) = (-5879.4,5361.67)
44018: (x,y) = (-5849.95,5367.39)
44019: (x,y) = (-5879.4,5361.67)
44020: (x,y) = (-5855.13,5344.03)
44021: (x,y) = (-5841.98,5317.07)
44022: (x,y) = (-5826.98,5291.09)
44023: (x,y) = (-5837.73,5319.1)
44024: (x,y) = (-5807.85,5316.48)
44025: (x,y) = (-5833.01,5300.14)
44026: (x,y) = (-5803.17,5297.01)
44027: (x,y) = (-5773.63,5302.21)
44028: (x,y) = (-5803.51,5304.83)
44029: (x,y) = (-5773.97,5299.62)
44030: (x,y) = (-5800.46,5285.54)
44031: (x,y) = (-5785.91,5311.77)
44032: (x,y) = (-5758.1,5323.01)
44033: (x,y) = (-5787.44,5329.25)
44034: (x,y) = (-5769.39,5353.21)
44035: (x,y) = (-5742.66,5366.83)
44036: (x,y) = (-5727.21,5392.54)
44037: (x,y) = (-5734.97,5421.52)
44038: (x,y) = (-5744.74,5393.16)
44039: (x,y) = (-5756.46,5420.77)
44040: (x,y) = (-5749.2,5449.88)
44041: (x,y) = (-5740.93,5478.72)
44042: (x,y) = (-5749.2,5507.56)
44043: (x,y) = (-5719.32,5510.17)
44044: (x,y) = (-5693.87,5526.07)
44045: (x,y) = (-5677.1,5550.94)
44046: (x,y) = (-5668.83,5579.78)
44047: (x,y) = (-5682.45,5606.51)
44048: (x,y) = (-5709.18,5620.13)
44049: (x,y) = (-5687.24,5599.67)
44050: (x,y) = (-5717.23,5599.14)
44051: (x,y) = (-5731.32,5625.63)
44052: (x,y) = (-5740.09,5596.94)
44053: (x,y) = (-5755.54,5622.66)
44054: (x,y) = (-5761.27,5652.11)
44055: (x,y) = (-5772.5,5624.29)
44056: (x,y) = (-5799.47,5611.14)
44057: (x,y) = (-5802.08,5641.03)
44058: (x,y) = (-5821.76,5663.67)
44059: (x,y) = (-5793.76,5674.42)
44060: (x,y) = (-5791.66,5704.34)
44061: (x,y) = (-5763.66,5693.59)
44062: (x,y) = (-5760,5723.37)
44063: (x,y) = (-5731.81,5713.11)
44064: (x,y) = (-5703.44,5722.88)
44065: (x,y) = (-5725.02,5743.72)
44066: (x,y) = (-5740.48,5718)
44067: (x,y) = (-5720.79,5695.36)
44068: (x,y) = (-5733,5722.77)
44069: (x,y) = (-5752.68,5745.41)
44070: (x,y) = (-5739.53,5772.37)
44071: (x,y) = (-5725.44,5798.86)
44072: (x,y) = (-5752.63,5786.18)
44073: (x,y) = (-5730.69,5806.64)
44074: (x,y) = (-5719.45,5834.46)
44075: (x,y) = (-5729.22,5862.82)
44076: (x,y) = (-5733.91,5892.45)
44077: (x,y) = (-5704.8,5899.71)
44078: (x,y) = (-5725.64,5878.13)
44079: (x,y) = (-5734.91,5849.6)
44080: (x,y) = (-5708.68,5835.05)
44081: (x,y) = (-5703.98,5805.42)
44082: (x,y) = (-5718.07,5778.94)
44083: (x,y) = (-5721.2,5808.77)
44084: (x,y) = (-5698.22,5828.05)
44085: (x,y) = (-5669.38,5819.79)
44086: (x,y) = (-5693.65,5802.15)
44087: (x,y) = (-5705.38,5774.54)
44088: (x,y) = (-5685.69,5751.9)
44089: (x,y) = (-5656.46,5745.15)
44090: (x,y) = (-5679.44,5764.43)
44091: (x,y) = (-5679.97,5734.44)
44092: (x,y) = (-5708.33,5724.67)
44093: (x,y) = (-5710.95,5754.55)
44094: (x,y) = (-5721.7,5726.55)
44095: (x,y) = (-5745.34,5708.08)
44096: (x,y) = (-5752.6,5737.19)
44097: (x,y) = (-5722.6,5737.71)
44098: (x,y) = (-5752.05,5743.43)
44099: (x,y) = (-5775.69,5724.96)
44100: (x,y) = (-5795.76,5747.26)
44101: (x,y) = (-5813.4,5722.99)
44102: (x,y) = (-5808.19,5693.44)
44103: (x,y) = (-5834.43,5678.9)
44104: (x,y) = (-5830.77,5649.12)
44105: (x,y) = (-5853.75,5629.84)
44106: (x,y) = (-5831.46,5609.77)
44107: (x,y) = (-5842.7,5581.95)
44108: (x,y) = (-5850.97,5610.79)
44109: (x,y) = (-5834.19,5635.66)
44110: (x,y) = (-5804.85,5641.9)
44111: (x,y) = (-5785.97,5618.58)
44112: (x,y) = (-5758.56,5606.38)
44113: (x,y) = (-5766.32,5577.4)
44114: (x,y) = (-5745.11,5598.62)
44115: (x,y) = (-5756.35,5570.8)
44116: (x,y) = (-5767.1,5598.81)
44117: (x,y) = (-5771.27,5569.1)
44118: (x,y) = (-5741.5,5572.75)
44119: (x,y) = (-5727.41,5599.24)
44120: (x,y) = (-5742.87,5624.96)
44121: (x,y) = (-5768.31,5640.86)
44122: (x,y) = (-5741.82,5626.77)
44123: (x,y) = (-5718.84,5607.49)
44124: (x,y) = (-5732.46,5580.76)
44125: (x,y) = (-5734.03,5610.72)
44126: (x,y) = (-5764.02,5611.24)
44127: (x,y) = (-5734.79,5604.49)
44128: (x,y) = (-5736.88,5634.42)
44129: (x,y) = (-5759.87,5615.14)
44130: (x,y) = (-5753.12,5644.37)
44131: (x,y) = (-5757.29,5674.07)
44132: (x,y) = (-5759.38,5704)
44133: (x,y) = (-5729.4,5702.95)
44134: (x,y) = (-5711.35,5679)
44135: (x,y) = (-5724.97,5652.27)
44136: (x,y) = (-5724.97,5682.27)
44137: (x,y) = (-5746.91,5702.72)
44138: (x,y) = (-5716.95,5704.3)
44139: (x,y) = (-5706.2,5732.3)
44140: (x,y) = (-5694,5759.71)
44141: (x,y) = (-5665.16,5767.98)
44142: (x,y) = (-5636.63,5777.25)
44143: (x,y) = (-5634.53,5747.32)
44144: (x,y) = (-5634.01,5717.33)
44145: (x,y) = (-5620.86,5744.29)
44146: (x,y) = (-5649.39,5753.56)
44147: (x,y) = (-5621.58,5764.8)
44148: (x,y) = (-5650.11,5755.53)
44149: (x,y) = (-5679.65,5760.74)
44150: (x,y) = (-5676.52,5790.57)
44151: (x,y) = (-5705.96,5784.85)
44152: (x,y) = (-5683.67,5764.78)
44153: (x,y) = (-5674.4,5736.24)
44154: (x,y) = (-5700.89,5750.33)
44155: (x,y) = (-5692.12,5779.02)
44156: (x,y) = (-5664.3,5790.25)
44157: (x,y) = (-5691.92,5778.53)
44158: (x,y) = (-5680.2,5750.92)
44159: (x,y) = (-5693.35,5777.88)
44160: (x,y) = (-5679.73,5804.61)
44161: (x,y) = (-5650.18,5809.82)
44162: (x,y) = (-5648.61,5839.78)
44163: (x,y) = (-5622.63,5854.78)
44164: (x,y) = (-5637.63,5828.8)
44165: (x,y) = (-5612.76,5845.58)
44166: (x,y) = (-5637.33,5862.78)
44167: (x,y) = (-5611.1,5848.24)
44168: (x,y) = (-5589.52,5869.08)
44169: (x,y) = (-5615.23,5884.53)
44170: (x,y) = (-5614.18,5854.55)
44171: (x,y) = (-5624.44,5882.74)
44172: (x,y) = (-5653.42,5890.5)
44173: (x,y) = (-5643.16,5862.31)
44174: (x,y) = (-5615.76,5874.51)
44175: (x,y) = (-5608.5,5903.62)
44176: (x,y) = (-5629.34,5882.04)
44177: (x,y) = (-5659.17,5878.91)
44178: (x,y) = (-5633.19,5863.91)
44179: (x,y) = (-5620.04,5836.94)
44180: (x,y) = (-5640.12,5814.65)
44181: (x,y) = (-5631.85,5785.81)
44182: (x,y) = (-5650.32,5809.45)
44183: (x,y) = (-5634.42,5834.89)
44184: (x,y) = (-5658.99,5817.69)
44185: (x,y) = (-5685.48,5831.77)
44186: (x,y) = (-5705.56,5854.06)
44187: (x,y) = (-5721.89,5828.9)
44188: (x,y) = (-5742.35,5806.96)
44189: (x,y) = (-5729.68,5834.15)
44190: (x,y) = (-5750.89,5812.94)
44191: (x,y) = (-5779.42,5822.21)
44192: (x,y) = (-5771.66,5851.19)
44193: (x,y) = (-5751.58,5828.89)
44194: (x,y) = (-5738.43,5855.86)
44195: (x,y) = (-5716.85,5835.02)
44196: (x,y) = (-5740.17,5816.14)
44197: (x,y) = (-5766.15,5801.14)
44198: (x,y) = (-5794.15,5811.89)
44199: (x,y) = (-5797.81,5782.11)
44200: (x,y) = (-5767.81,5781.59)
44201: (x,y) = (-5758.05,5809.95)
44202: (x,y) = (-5770.73,5782.76)
44203: (x,y) = (-5799.56,5791.03)
44204: (x,y) = (-5817.62,5767.07)
44205: (x,y) = (-5840.93,5785.95)
44206: (x,y) = (-5852.17,5813.77)
44207: (x,y) = (-5857.38,5843.31)
44208: (x,y) = (-5885.75,5833.55)
44209: (x,y) = (-5864.91,5811.97)
44210: (x,y) = (-5865.95,5781.99)
44211: (x,y) = (-5854.71,5809.8)
44212: (x,y) = (-5869.71,5783.82)
44213: (x,y) = (-5845.44,5801.45)
44214: (x,y) = (-5863.08,5825.72)
44215: (x,y) = (-5837.92,5809.38)
44216: (x,y) = (-5822.92,5835.37)
44217: (x,y) = (-5842.2,5858.35)
44218: (x,y) = (-5834.94,5887.46)
44219: (x,y) = (-5862.95,5898.21)
44220: (x,y) = (-5851.23,5925.82)
44221: (x,y) = (-5835.33,5900.38)
44222: (x,y) = (-5811.69,5881.91)
44223: (x,y) = (-5782.71,5889.68)
44224: (x,y) = (-5800.35,5913.95)
44225: (x,y) = (-5773.38,5927.1)
44226: (x,y) = (-5801,5915.38)
44227: (x,y) = (-5772.02,5907.61)
44228: (x,y) = (-5781.29,5936.14)
44229: (x,y) = (-5798.92,5911.87)
44230: (x,y) = (-5813.92,5937.85)
44231: (x,y) = (-5822.7,5966.54)
44232: (x,y) = (-5852.65,5968.11)
44233: (x,y) = (-5868.99,5942.95)
44234: (x,y) = (-5892.95,5961.01)
44235: (x,y) = (-5873.67,5983.99)
44236: (x,y) = (-5845.14,5993.26)
44237: (x,y) = (-5863.19,6017.22)
44238: (x,y) = (-5889.17,6032.22)
44239: (x,y) = (-5912.81,6013.75)
44240: (x,y) = (-5908.12,6043.38)
44241: (x,y) = (-5897.37,6015.37)
44242: (x,y) = (-5925.18,6026.61)
44243: (x,y) = (-5954.29,6019.35)
44244: (x,y) = (-5982.66,6009.58)
44245: (x,y) = (-6010.07,6021.79)
44246: (x,y) = (-6038.43,6031.55)
44247: (x,y) = (-6043.64,6002.01)
44248: (x,y) = (-6034.87,5973.32)
44249: (x,y) = (-6045.13,6001.51)
44250: (x,y) = (-6034.38,5973.5)
44251: (x,y) = (-6055.22,5951.92)
44252: (x,y) = (-6036.75,5975.56)
44253: (x,y) = (-6053.96,6000.14)
44254: (x,y) = (-6068.5,5973.9)
44255: (x,y) = (-6049.22,5996.88)
44256: (x,y) = (-6021.81,6009.08)
44257: (x,y) = (-6000.23,5988.24)
44258: (x,y) = (-6001.28,5958.26)
44259: (x,y) = (-6021.35,5980.56)
44260: (x,y) = (-6050.9,5975.35)
44261: (x,y) = (-6056.1,5945.8)
44262: (x,y) = (-6071.1,5919.82)
44263: (x,y) = (-6041.33,5923.48)
44264: (x,y) = (-6063.62,5943.55)
44265: (x,y) = (-6071.39,5914.57)
44266: (x,y) = (-6055.49,5940.01)
44267: (x,y) = (-6029,5954.1)
44268: (x,y) = (-6001.39,5965.82)
44269: (x,y) = (-5996.18,5995.36)
44270: (x,y) = (-6008.38,5967.96)
44271: (x,y) = (-5980.97,5955.76)
44272: (x,y) = (-5951.52,5961.48)
44273: (x,y) = (-5929.94,5982.32)
44274: (x,y) = (-5907.65,6002.39)
44275: (x,y) = (-5933.36,5986.94)
44276: (x,y) = (-5961.37,5976.19)
44277: (x,y) = (-5954.11,6005.3)
44278: (x,y) = (-5925.42,5996.53)
44279: (x,y) = (-5895.42,5996.53)
44280: (x,y) = (-5925.26,5993.39)
44281: (x,y) = (-5950.13,6010.17)
44282: (x,y) = (-5970.97,5988.59)
44283: (x,y) = (-5981.23,6016.78)
44284: (x,y) = (-5980.18,5986.8)
44285: (x,y) = (-5951.99,5976.54)
44286: (x,y) = (-5980.18,5986.8)
44287: (x,y) = (-5967.03,5959.83)
44288: (x,y) = (-5996.38,5966.07)
44289: (x,y) = (-5985.14,5993.89)
44290: (x,y) = (-5973.9,6021.7)
44291: (x,y) = (-5943.91,6021.18)
44292: (x,y) = (-5918.19,6005.73)
44293: (x,y) = (-5948.19,6005.73)
44294: (x,y) = (-5964.09,5980.29)
44295: (x,y) = (-5936.08,5969.54)
44296: (x,y) = (-5928.82,5998.64)
44297: (x,y) = (-5915.67,5971.68)
44298: (x,y) = (-5885.9,5975.34)
44299: (x,y) = (-5859.66,5960.79)
44300: (x,y) = (-5870.41,5932.79)
44301: (x,y) = (-5878.68,5903.95)
44302: (x,y) = (-5908.67,5904.47)
44303: (x,y) = (-5928.75,5926.77)
44304: (x,y) = (-5958.29,5931.98)
44305: (x,y) = (-5980.59,5911.9)
44306: (x,y) = (-6005.16,5894.69)
44307: (x,y) = (-6018.78,5867.96)
44308: (x,y) = (-6004.7,5841.48)
44309: (x,y) = (-5994.44,5869.67)
44310: (x,y) = (-6007.11,5896.86)
44311: (x,y) = (-5977.19,5894.76)
44312: (x,y) = (-6001.15,5876.71)
44313: (x,y) = (-6026.02,5859.93)
44314: (x,y) = (-6034.29,5888.77)
44315: (x,y) = (-6053.17,5912.08)
44316: (x,y) = (-6082.27,5904.83)
44317: (x,y) = (-6084.37,5874.9)
44318: (x,y) = (-6070.75,5848.17)
44319: (x,y) = (-6040.77,5849.22)
44320: (x,y) = (-6067.5,5835.6)
44321: (x,y) = (-6037.61,5838.21)
44322: (x,y) = (-6055.66,5814.25)
44323: (x,y) = (-6035.59,5836.55)
44324: (x,y) = (-6019.69,5861.99)
44325: (x,y) = (-6030.93,5889.8)
44326: (x,y) = (-6004.2,5903.42)
44327: (x,y) = (-5974.37,5906.56)
44328: (x,y) = (-5969.16,5877.02)
44329: (x,y) = (-5944.28,5893.79)
44330: (x,y) = (-5916.67,5882.07)
44331: (x,y) = (-5946.12,5887.79)
44332: (x,y) = (-5974.31,5898.05)
44333: (x,y) = (-5947.82,5912.14)
44334: (x,y) = (-5977.66,5915.27)
44335: (x,y) = (-6005.27,5903.55)
44336: (x,y) = (-6015.53,5875.36)
44337: (x,y) = (-5989.29,5889.91)
44338: (x,y) = (-5967,5869.83)
44339: (x,y) = (-5952,5895.81)
44340: (x,y) = (-5957.21,5925.36)
44341: (x,y) = (-5948.94,5954.19)
44342: (x,y) = (-5932.16,5979.07)
44343: (x,y) = (-5910.22,5958.61)
44344: (x,y) = (-5900.95,5930.07)
44345: (x,y) = (-5929.48,5939.34)
44346: (x,y) = (-5907.19,5919.27)
44347: (x,y) = (-5877.35,5916.13)
44348: (x,y) = (-5861.9,5890.42)
44349: (x,y) = (-5869.67,5861.44)
44350: (x,y) = (-5889.74,5839.15)
44351: (x,y) = (-5861.55,5849.41)
44352: (x,y) = (-5881.62,5871.7)
44353: (x,y) = (-5854.66,5858.55)
44354: (x,y) = (-5843.42,5886.37)
44355: (x,y) = (-5872.97,5881.16)
44356: (x,y) = (-5870.87,5911.08)
44357: (x,y) = (-5845.71,5894.75)
44358: (x,y) = (-5874.55,5886.48)
44359: (x,y) = (-5890.45,5861.03)
44360: (x,y) = (-5908.5,5837.08)
44361: (x,y) = (-5887.29,5858.29)
44362: (x,y) = (-5867.22,5880.58)
44363: (x,y) = (-5869.31,5850.66)
44364: (x,y) = (-5861.04,5879.49)
44365: (x,y) = (-5863.13,5909.42)
44366: (x,y) = (-5872.9,5937.79)
44367: (x,y) = (-5901.74,5929.52)
44368: (x,y) = (-5918.08,5954.68)
44369: (x,y) = (-5903.53,5928.44)
44370: (x,y) = (-5910.28,5899.21)
44371: (x,y) = (-5912.9,5929.09)
44372: (x,y) = (-5883.67,5935.84)
44373: (x,y) = (-5913.55,5933.23)
44374: (x,y) = (-5906.29,5904.12)
44375: (x,y) = (-5936.07,5907.77)
44376: (x,y) = (-5959.05,5888.49)
44377: (x,y) = (-5973.14,5862)
44378: (x,y) = (-5949.82,5880.88)
44379: (x,y) = (-5978.19,5890.65)
44380: (x,y) = (-5948.56,5895.34)
44381: (x,y) = (-5971.54,5914.63)
44382: (x,y) = (-5953.48,5938.59)
44383: (x,y) = (-5977.12,5957.05)
44384: (x,y) = (-5989.33,5984.46)
44385: (x,y) = (-6004.78,6010.18)
44386: (x,y) = (-5978.29,5996.09)
44387: (x,y) = (-5969.02,6024.62)
44388: (x,y) = (-5967.97,6054.61)
44389: (x,y) = (-5945.33,6074.29)
44390: (x,y) = (-5926.05,6051.31)
44391: (x,y) = (-5902.73,6032.43)
44392: (x,y) = (-5900.64,6062.35)
44393: (x,y) = (-5919.92,6039.37)
44394: (x,y) = (-5924.62,6069)
44395: (x,y) = (-5899.17,6084.9)
44396: (x,y) = (-5874.9,6067.27)
44397: (x,y) = (-5901.39,6053.18)
44398: (x,y) = (-5907.12,6082.63)
44399: (x,y) = (-5906.07,6112.61)
44400: (x,y) = (-5877.88,6122.87)
44401: (x,y) = (-5847.9,6121.83)
44402: (x,y) = (-5830.69,6146.4)
44403: (x,y) = (-5805.53,6162.74)
44404: (x,y) = (-5788.32,6187.31)
44405: (x,y) = (-5760.13,6177.05)
44406: (x,y) = (-5754.41,6206.5)
44407: (x,y) = (-5751.79,6176.62)
44408: (x,y) = (-5774.09,6156.54)
44409: (x,y) = (-5788.17,6183.03)
44410: (x,y) = (-5769.7,6159.39)
44411: (x,y) = (-5776.96,6188.5)
44412: (x,y) = (-5783.2,6159.16)
44413: (x,y) = (-5753.2,6159.68)
44414: (x,y) = (-5765.4,6132.27)
44415: (x,y) = (-5778.55,6105.31)
44416: (x,y) = (-5748.72,6102.17)
44417: (x,y) = (-5748.72,6132.17)
44418: (x,y) = (-5727.14,6111.33)
44419: (x,y) = (-5706.3,6089.75)
44420: (x,y) = (-5725.98,6112.39)
44421: (x,y) = (-5727.55,6082.44)
44422: (x,y) = (-5752.99,6098.33)
44423: (x,y) = (-5752.99,6128.33)
44424: (x,y) = (-5774.93,6148.79)
44425: (x,y) = (-5786.65,6121.18)
44426: (x,y) = (-5802.55,6146.62)
44427: (x,y) = (-5808.79,6175.96)
44428: (x,y) = (-5811.92,6205.8)
44429: (x,y) = (-5833.86,6185.34)
44430: (x,y) = (-5819.78,6211.83)
44431: (x,y) = (-5790.44,6205.59)
44432: (x,y) = (-5792.01,6235.55)
44433: (x,y) = (-5762.56,6229.83)
44434: (x,y) = (-5734.55,6240.58)
44435: (x,y) = (-5706.54,6251.33)
44436: (x,y) = (-5680.83,6235.88)
44437: (x,y) = (-5654.34,6221.79)
44438: (x,y) = (-5641.19,6194.83)
44439: (x,y) = (-5628.04,6221.79)
44440: (x,y) = (-5604.08,6203.74)
44441: (x,y) = (-5617.7,6230.47)
44442: (x,y) = (-5647.04,6236.71)
44443: (x,y) = (-5669.68,6217.02)
44444: (x,y) = (-5683.77,6243.51)
44445: (x,y) = (-5666.13,6267.78)
44446: (x,y) = (-5638.32,6256.54)
44447: (x,y) = (-5650.04,6284.16)
44448: (x,y) = (-5674.31,6301.79)
44449: (x,y) = (-5662.11,6274.39)
44450: (x,y) = (-5650.39,6302)
44451: (x,y) = (-5675.83,6317.9)
44452: (x,y) = (-5703.84,6307.15)
44453: (x,y) = (-5728.41,6289.94)
44454: (x,y) = (-5744.31,6264.5)
44455: (x,y) = (-5770.02,6249.05)
44456: (x,y) = (-5742.83,6236.37)
44457: (x,y) = (-5761.3,6212.73)
44458: (x,y) = (-5791.19,6210.12)
44459: (x,y) = (-5774.85,6184.95)
44460: (x,y) = (-5749.41,6169.06)
44461: (x,y) = (-5761.13,6141.44)
44462: (x,y) = (-5750.38,6113.43)
44463: (x,y) = (-5735.84,6139.67)
44464: (x,y) = (-5745.11,6168.21)
44465: (x,y) = (-5725.03,6145.91)
44466: (x,y) = (-5704.19,6124.33)
44467: (x,y) = (-5697.95,6153.67)
44468: (x,y) = (-5725.57,6165.4)
44469: (x,y) = (-5735.34,6137.03)
44470: (x,y) = (-5758.98,6155.5)
44471: (x,y) = (-5773.98,6181.48)
44472: (x,y) = (-5744.27,6185.66)
44473: (x,y) = (-5774.25,6184.61)
44474: (x,y) = (-5799.41,6168.27)
44475: (x,y) = (-5769.43,6167.22)
44476: (x,y) = (-5778.7,6195.76)
44477: (x,y) = (-5808.15,6190.03)
44478: (x,y) = (-5779.46,6181.26)
44479: (x,y) = (-5796.24,6206.13)
44480: (x,y) = (-5813.87,6230.4)
44481: (x,y) = (-5807.12,6201.17)
44482: (x,y) = (-5806.07,6171.19)
44483: (x,y) = (-5834.44,6161.42)
44484: (x,y) = (-5804.89,6166.63)
44485: (x,y) = (-5777.08,6177.87)
44486: (x,y) = (-5757.8,6200.85)
44487: (x,y) = (-5728.82,6193.09)
44488: (x,y) = (-5736.58,6164.11)
44489: (x,y) = (-5753.79,6139.53)
44490: (x,y) = (-5744.52,6111)
44491: (x,y) = (-5766.46,6090.54)
44492: (x,y) = (-5736.62,6087.41)
44493: (x,y) = (-5759.94,6068.53)
44494: (x,y) = (-5787.34,6080.73)
44495: (x,y) = (-5794.09,6109.96)
44496: (x,y) = (-5772.51,6130.8)
44497: (x,y) = (-5783.26,6158.81)
44498: (x,y) = (-5813.26,6158.28)
44499: (x,y) = (-5841.27,6147.53)
44500: (x,y) = (-5858.9,6123.26)
44501: (x,y) = (-5887.88,6115.5)
44502: (x,y) = (-5917.11,6108.75)
44503: (x,y) = (-5929.31,6136.16)
44504: (x,y) = (-5940.06,6108.15)
44505: (x,y) = (-5919.22,6129.73)
44506: (x,y) = (-5930.46,6157.54)
44507: (x,y) = (-5900.5,6155.97)
44508: (x,y) = (-5916.4,6130.53)
44509: (x,y) = (-5890.96,6114.63)
44510: (x,y) = (-5861.18,6110.98)
44511: (x,y) = (-5877.96,6086.11)
44512: (x,y) = (-5894.3,6111.27)
44513: (x,y) = (-5896.39,6081.34)
44514: (x,y) = (-5888.63,6110.32)
44515: (x,y) = (-5909.09,6132.26)
44516: (x,y) = (-5937.28,6142.52)
44517: (x,y) = (-5954.91,6166.79)
44518: (x,y) = (-5925.28,6162.1)
44519: (x,y) = (-5908.07,6186.67)
44520: (x,y) = (-5926.13,6162.71)
44521: (x,y) = (-5952.36,6177.26)
44522: (x,y) = (-5978.35,6192.26)
44523: (x,y) = (-5998.42,6169.96)
44524: (x,y) = (-5968.97,6175.69)
44525: (x,y) = (-5998.97,6176.21)
44526: (x,y) = (-6026.58,6164.49)
44527: (x,y) = (-6017.81,6135.8)
44528: (x,y) = (-6007.55,6107.61)
44529: (x,y) = (-6014.81,6078.5)
44530: (x,y) = (-5984.81,6078.5)
44531: (x,y) = (-5960.54,6096.13)
44532: (x,y) = (-5936.58,6078.08)
44533: (x,y) = (-5965.81,6071.33)
44534: (x,y) = (-5991.79,6086.33)
44535: (x,y) = (-6017.23,6070.43)
44536: (x,y) = (-6027.98,6098.44)
44537: (x,y) = (-6048.82,6120.02)
44538: (x,y) = (-6044.13,6149.65)
44539: (x,y) = (-6066.77,6129.97)
44540: (x,y) = (-6039.81,6116.82)
44541: (x,y) = (-6031.54,6145.66)
44542: (x,y) = (-6035.19,6175.43)
44543: (x,y) = (-6038.85,6205.21)
44544: (x,y) = (-6064.29,6189.31)
44545: (x,y) = (-6043.08,6210.52)
44546: (x,y) = (-6049.83,6239.76)
44547: (x,y) = (-6020.59,6246.5)
44548: (x,y) = (-5998.65,6266.96)
44549: (x,y) = (-6000.75,6296.89)
44550: (x,y) = (-5989.51,6324.71)
44551: (x,y) = (-5986.37,6294.87)
44552: (x,y) = (-5999.05,6267.68)
44553: (x,y) = (-5999.57,6297.68)
44554: (x,y) = (-5970.74,6305.95)
44555: (x,y) = (-5989.21,6329.59)
44556: (x,y) = (-5989.21,6299.59)
44557: (x,y) = (-6012.52,6280.71)
44558: (x,y) = (-5995.31,6305.28)
44559: (x,y) = (-5986.04,6333.81)
44560: (x,y) = (-5956.81,6327.06)
44561: (x,y) = (-5948.04,6298.38)
44562: (x,y) = (-5957.31,6326.91)
44563: (x,y) = (-5938.03,6303.93)
44564: (x,y) = (-5953.03,6329.91)
44565: (x,y) = (-5972.31,6352.89)
44566: (x,y) = (-5947.44,6369.66)
44567: (x,y) = (-5954.7,6398.77)
44568: (x,y) = (-5957.83,6368.94)
44569: (x,y) = (-5970.51,6396.13)
44570: (x,y) = (-5945.94,6378.92)
44571: (x,y) = (-5956.69,6406.93)
44572: (x,y) = (-5986.23,6401.72)
44573: (x,y) = (-5972.61,6428.45)
44574: (x,y) = (-5999.1,6414.36)
44575: (x,y) = (-5997.01,6384.44)
44576: (x,y) = (-5968.82,6374.18)
44577: (x,y) = (-5949.14,6351.53)
44578: (x,y) = (-5940.37,6322.84)
44579: (x,y) = (-5912.75,6334.57)
44580: (x,y) = (-5909.09,6304.79)
44581: (x,y) = (-5929.17,6282.5)
44582: (x,y) = (-5914.62,6256.26)
44583: (x,y) = (-5943.31,6265.03)
44584: (x,y) = (-5920.67,6245.35)
44585: (x,y) = (-5899.09,6224.51)
44586: (x,y) = (-5888.34,6196.5)
44587: (x,y) = (-5908.02,6173.86)
44588: (x,y) = (-5887.56,6195.8)
44589: (x,y) = (-5910.88,6176.92)
44590: (x,y) = (-5895.43,6151.2)
44591: (x,y) = (-5897,6121.25)
44592: (x,y) = (-5921.87,6138.02)
44593: (x,y) = (-5916.14,6108.57)
44594: (x,y) = (-5940.1,6090.52)
44595: (x,y) = (-5962.74,6110.2)
44596: (x,y) = (-5943.86,6133.51)
44597: (x,y) = (-5953.13,6104.98)
44598: (x,y) = (-5966.75,6078.25)
44599: (x,y) = (-5996.53,6074.6)
44600: (x,y) = (-6011.98,6048.88)
44601: (x,y) = (-6006.77,6078.43)
44602: (x,y) = (-6036.32,6083.63)
44603: (x,y) = (-6020.86,6057.92)
44604: (x,y) = (-5991.89,6065.68)
