Target Distance: 100, Step Size: 1
81097: (x,y) = (-15061.3,68354.1)
81098: (x,y) = (-15263.5,68336.4)
81099: (x,y) = (-15105.8,68464.1)
81100: (x,y) = (-14921.8,68378.4)
81101: (x,y) = (-14722.5,68417.1)
81102: (x,y) = (-14726.1,68214.1)
81103: (x,y) = (-14925.3,68252.9)
81104: (x,y) = (-15080.8,68122.4)
81105: (x,y) = (-15245.1,68241.7)
81106: (x,y) = (-15259.2,68039.2)
81107: (x,y) = (-15427.5,67925.7)
81108: (x,y) = (-15608.4,67833.5)
81109: (x,y) = (-15799.2,67902.9)
81110: (x,y) = (-15851.7,67706.9)
81111: (x,y) = (-15893.9,67508.3)
81112: (x,y) = (-16066.1,67615.9)
81113: (x,y) = (-15865,67644.1)
81114: (x,y) = (-15975.6,67473.9)
81115: (x,y) = (-16061.4,67289.9)
81116: (x,y) = (-15867.3,67230.5)
81117: (x,y) = (-15672.1,67174.6)
81118: (x,y) = (-15757.9,67358.6)
81119: (x,y) = (-15560.9,67309.4)
81120: (x,y) = (-15761.4,67341.2)
81121: (x,y) = (-15765,67138.2)
81122: (x,y) = (-15570.9,67197.6)
81123: (x,y) = (-15525.2,66999.8)
81124: (x,y) = (-15433,67180.7)
81125: (x,y) = (-15236.1,67229.8)
81126: (x,y) = (-15382.1,67370.8)
81127: (x,y) = (-15406.8,67169.3)
81128: (x,y) = (-15211.7,67113.3)
81129: (x,y) = (-15409.5,67067.7)
81130: (x,y) = (-15611.7,67085.4)
81131: (x,y) = (-15810.3,67043.2)
81132: (x,y) = (-15995.7,66960.6)
81133: (x,y) = (-15974.5,67162.5)
81134: (x,y) = (-16096.7,67000.4)
81135: (x,y) = (-16007.7,67182.8)
81136: (x,y) = (-16143.5,67032)
81137: (x,y) = (-16296.7,67165.1)
81138: (x,y) = (-16472.5,67266.6)
81139: (x,y) = (-16350.4,67104.5)
81140: (x,y) = (-16551.4,67132.8)
81141: (x,y) = (-16410.4,67278.8)
81142: (x,y) = (-16594.3,67193)
81143: (x,y) = (-16438.8,67062.5)
81144: (x,y) = (-16382.9,66867.4)
81145: (x,y) = (-16241.9,66721.4)
81146: (x,y) = (-16425.8,66635.6)
81147: (x,y) = (-16429.4,66432.6)
81148: (x,y) = (-16331,66255.1)
81149: (x,y) = (-16175.5,66124.6)
81150: (x,y) = (-16224.6,65927.6)
81151: (x,y) = (-16294,66118.4)
81152: (x,y) = (-16332.7,66317.6)
81153: (x,y) = (-16322.1,66114.9)
81154: (x,y) = (-16151.9,66225.5)
81155: (x,y) = (-16347,66281.4)
81156: (x,y) = (-16536.5,66354.2)
81157: (x,y) = (-16383.3,66487.3)
81158: (x,y) = (-16281.8,66311.5)
81159: (x,y) = (-16086.7,66367.5)
81160: (x,y) = (-16146,66561.6)
81161: (x,y) = (-16231.8,66745.6)
81162: (x,y) = (-16411.1,66650.3)
81163: (x,y) = (-16277.9,66497.1)
81164: (x,y) = (-16211.8,66689)
81165: (x,y) = (-16073.3,66540.6)
81166: (x,y) = (-16149.4,66352.4)
81167: (x,y) = (-16349.9,66384.1)
81168: (x,y) = (-16183.6,66267.7)
81169: (x,y) = (-16183.6,66064.7)
81170: (x,y) = (-15983.7,66029.4)
81171: (x,y) = (-16132.2,66167.9)
81172: (x,y) = (-15986.1,66026.9)
81173: (x,y) = (-15910.1,66215.1)
81174: (x,y) = (-15736.1,66110.5)
81175: (x,y) = (-15831.4,65931.3)
81176: (x,y) = (-15643.2,66007.3)
81177: (x,y) = (-15845.4,66025)
81178: (x,y) = (-16024.6,66120.3)
81179: (x,y) = (-16222.4,66074.7)
81180: (x,y) = (-16020.9,66099.4)
81181: (x,y) = (-15985.7,65899.5)
81182: (x,y) = (-15872.2,65731.2)
81183: (x,y) = (-15680.2,65665.1)
81184: (x,y) = (-15878,65619.4)
81185: (x,y) = (-16055.6,65521)
81186: (x,y) = (-15861.4,65580.4)
81187: (x,y) = (-15660.4,65552.1)
81188: (x,y) = (-15771,65722.4)
81189: (x,y) = (-15622.5,65583.9)
81190: (x,y) = (-15421.5,65612.2)
81191: (x,y) = (-15552,65456.7)
81192: (x,y) = (-15438.5,65288.4)
81193: (x,y) = (-15431.4,65491.2)
81194: (x,y) = (-15309.2,65653.4)
81195: (x,y) = (-15113.1,65705.9)
81196: (x,y) = (-15099,65503.4)
81197: (x,y) = (-15300.5,65528.1)
81198: (x,y) = (-15192.9,65700.3)
81199: (x,y) = (-15297.4,65526.3)
81200: (x,y) = (-15276.2,65728.2)
81201: (x,y) = (-15143,65881.4)
81202: (x,y) = (-15219.1,65693.2)
81203: (x,y) = (-15212,65490.3)
81204: (x,y) = (-15304.2,65671.2)
81205: (x,y) = (-15466.3,65549)
81206: (x,y) = (-15285.4,65641.2)
81207: (x,y) = (-15438.6,65774.3)
81208: (x,y) = (-15459.8,65572.4)
81209: (x,y) = (-15662.8,65576)
81210: (x,y) = (-15481.9,65483.8)
81211: (x,y) = (-15474.8,65281)
81212: (x,y) = (-15297.3,65182.5)
81213: (x,y) = (-15471.3,65287.1)
81214: (x,y) = (-15587.7,65453.4)
81215: (x,y) = (-15782.9,65509.3)
81216: (x,y) = (-15913.4,65353.8)
81217: (x,y) = (-16073.3,65478.8)
81218: (x,y) = (-15894.1,65574.1)
81219: (x,y) = (-16037.6,65430.6)
81220: (x,y) = (-15858.4,65335.3)
81221: (x,y) = (-15861.9,65132.3)
81222: (x,y) = (-15879.6,65334.5)
81223: (x,y) = (-15858.4,65132.6)
81224: (x,y) = (-15991.6,64979.4)
81225: (x,y) = (-15802.1,65052.2)
81226: (x,y) = (-15997.2,65108.1)
81227: (x,y) = (-16159.3,65230.3)
81228: (x,y) = (-16076.8,65415.8)
81229: (x,y) = (-16090.9,65618.3)
81230: (x,y) = (-16146.9,65423.1)
81231: (x,y) = (-15958.7,65499.2)
81232: (x,y) = (-16120.8,65621.3)
81233: (x,y) = (-16280.7,65746.3)
81234: (x,y) = (-16195,65562.3)
81235: (x,y) = (-16230.2,65362.4)
81236: (x,y) = (-16355.2,65202.4)
81237: (x,y) = (-16195.2,65077.5)
81238: (x,y) = (-16188.1,64874.6)
81239: (x,y) = (-15987.1,64902.8)
81240: (x,y) = (-15789.3,64948.5)
81241: (x,y) = (-15881.5,65129.4)
81242: (x,y) = (-15846.2,64929.5)
81243: (x,y) = (-15651.1,64873.5)
81244: (x,y) = (-15801.9,65009.3)
81245: (x,y) = (-15777.2,64807.9)
81246: (x,y) = (-15586.4,64877.3)
81247: (x,y) = (-15385.4,64905.5)
81248: (x,y) = (-15283.9,65081.3)
81249: (x,y) = (-15248.7,64881.4)
81250: (x,y) = (-15368,64717.2)
81251: (x,y) = (-15195.8,64824.8)
81252: (x,y) = (-15396.3,64793)
81253: (x,y) = (-15585.9,64720.3)
81254: (x,y) = (-15788.9,64720.3)
81255: (x,y) = (-15716.1,64530.8)
81256: (x,y) = (-15730.3,64733.3)
81257: (x,y) = (-15894.5,64613.9)
81258: (x,y) = (-15838.5,64809.1)
81259: (x,y) = (-16030.5,64875.2)
81260: (x,y) = (-15897.3,64722)
81261: (x,y) = (-16086.8,64649.2)
81262: (x,y) = (-15970.4,64815.5)
81263: (x,y) = (-15802.1,64702)
81264: (x,y) = (-15608,64642.6)
81265: (x,y) = (-15408,64607.4)
81266: (x,y) = (-15439.8,64807.9)
81267: (x,y) = (-15429.2,65010.6)
81268: (x,y) = (-15631.7,64996.4)
81269: (x,y) = (-15432.4,65035.2)
81270: (x,y) = (-15453.6,65237.1)
81271: (x,y) = (-15380.9,65426.6)
81272: (x,y) = (-15177.9,65426.6)
81273: (x,y) = (-15253.9,65238.4)
81274: (x,y) = (-15131.8,65400.5)
81275: (x,y) = (-15282.6,65536.3)
81276: (x,y) = (-15479.6,65585.4)
81277: (x,y) = (-15363.1,65419.1)
81278: (x,y) = (-15170.1,65481.9)
81279: (x,y) = (-15198.3,65682.9)
81280: (x,y) = (-15339.4,65536.9)
81281: (x,y) = (-15452.9,65705.2)
81282: (x,y) = (-15250,65712.2)
81283: (x,y) = (-15190.6,65518.1)
81284: (x,y) = (-15383.7,65455.4)
81285: (x,y) = (-15264.4,65619.6)
81286: (x,y) = (-15424.3,65494.6)
81287: (x,y) = (-15348.3,65306.4)
81288: (x,y) = (-15510.4,65428.6)
81289: (x,y) = (-15431.1,65241.7)
81290: (x,y) = (-15264.8,65125.3)
81291: (x,y) = (-15096.5,65011.8)
81292: (x,y) = (-15237.5,65157.8)
81293: (x,y) = (-15048,65230.6)
81294: (x,y) = (-14972,65042.3)
81295: (x,y) = (-14772.7,65003.6)
81296: (x,y) = (-14864.9,64822.7)
81297: (x,y) = (-14690.9,64927.3)
81298: (x,y) = (-14563.1,64769.5)
81299: (x,y) = (-14487.1,64957.7)
81300: (x,y) = (-14472.9,64755.2)
81301: (x,y) = (-14448.2,64553.7)
81302: (x,y) = (-14247.7,64585.5)
81303: (x,y) = (-14233.5,64383)
81304: (x,y) = (-14429.6,64435.5)
81305: (x,y) = (-14337.4,64616.4)
81306: (x,y) = (-14212.4,64776.4)
81307: (x,y) = (-14399.3,64697.1)
81308: (x,y) = (-14500.8,64521.3)
81309: (x,y) = (-14434.7,64713.2)
81310: (x,y) = (-14330.2,64539.2)
81311: (x,y) = (-14386.1,64734.3)
81312: (x,y) = (-14306.8,64921.2)
81313: (x,y) = (-14509,64938.9)
81314: (x,y) = (-14340.7,65052.4)
81315: (x,y) = (-14358.4,64850.2)
81316: (x,y) = (-14488.9,64694.7)
81317: (x,y) = (-14602.4,64863)
81318: (x,y) = (-14795.5,64800.2)
81319: (x,y) = (-14881.3,64616.2)
81320: (x,y) = (-14815.2,64424.3)
81321: (x,y) = (-14648.9,64540.7)
81322: (x,y) = (-14822.9,64436.2)
81323: (x,y) = (-14737.1,64252.2)
81324: (x,y) = (-14623.6,64420.5)
81325: (x,y) = (-14785.7,64542.7)
81326: (x,y) = (-14972.6,64622)
81327: (x,y) = (-14871.1,64446.2)
81328: (x,y) = (-14732.6,64594.6)
81329: (x,y) = (-14788.6,64789.8)
81330: (x,y) = (-14890.1,64614)
81331: (x,y) = (-14732.3,64486.2)
81332: (x,y) = (-14545.5,64565.5)
81333: (x,y) = (-14618.2,64376)
81334: (x,y) = (-14731.7,64207.7)
81335: (x,y) = (-14630.2,64383.5)
81336: (x,y) = (-14832.7,64369.4)
81337: (x,y) = (-15023.5,64438.8)
81338: (x,y) = (-15044.7,64236.9)
81339: (x,y) = (-14958.9,64420.9)
81340: (x,y) = (-15004.6,64618.7)
81341: (x,y) = (-14958.9,64816.5)
81342: (x,y) = (-14810.5,64954.9)
81343: (x,y) = (-15011,64986.7)
81344: (x,y) = (-15127.4,65153)
81345: (x,y) = (-14999.7,64995.2)
81346: (x,y) = (-14950.5,65192.2)
81347: (x,y) = (-15089,65043.7)
81348: (x,y) = (-15033,65238.9)
81349: (x,y) = (-15201.3,65352.4)
81350: (x,y) = (-15277.4,65540.6)
81351: (x,y) = (-15393.8,65374.3)
81352: (x,y) = (-15596.7,65367.2)
81353: (x,y) = (-15434.6,65245.1)
81354: (x,y) = (-15635.1,65276.8)
81355: (x,y) = (-15742.6,65104.7)
81356: (x,y) = (-15554.4,65028.6)
81357: (x,y) = (-15382.3,64921)
81358: (x,y) = (-15251.8,65076.6)
81359: (x,y) = (-15067.8,65162.3)
81360: (x,y) = (-15011.8,65357.5)
81361: (x,y) = (-15204.9,65420.2)
81362: (x,y) = (-15362.7,65292.5)
81363: (x,y) = (-15188.7,65187.9)
81364: (x,y) = (-15139.6,64990.9)
81365: (x,y) = (-15157.2,65193.2)
81366: (x,y) = (-14979.7,65291.6)
81367: (x,y) = (-14788.9,65222.1)
81368: (x,y) = (-14841.5,65026.1)
81369: (x,y) = (-15037.6,65078.6)
81370: (x,y) = (-15012.8,64877.1)
81371: (x,y) = (-14809.9,64873.6)
81372: (x,y) = (-14895.6,65057.6)
81373: (x,y) = (-14737.9,64929.8)
81374: (x,y) = (-14587,65065.6)
81375: (x,y) = (-14688.5,64889.8)
81376: (x,y) = (-14848.5,65014.8)
81377: (x,y) = (-14943.8,65194.1)
81378: (x,y) = (-15003.2,65388.2)
81379: (x,y) = (-14996.1,65591.1)
81380: (x,y) = (-15013.8,65388.8)
81381: (x,y) = (-15171.5,65261.1)
81382: (x,y) = (-15007.3,65141.8)
81383: (x,y) = (-14854.1,65008.6)
81384: (x,y) = (-14734.8,65172.8)
81385: (x,y) = (-14533.3,65197.5)
81386: (x,y) = (-14460.5,65387.1)
81387: (x,y) = (-14288.4,65494.6)
81388: (x,y) = (-14104.4,65408.8)
81389: (x,y) = (-13903.4,65380.6)
81390: (x,y) = (-13833.9,65189.8)
81391: (x,y) = (-13795.2,64990.6)
81392: (x,y) = (-13977.7,65079.6)
81393: (x,y) = (-14151.7,65184.1)
81394: (x,y) = (-14221.1,64993.4)
81395: (x,y) = (-14178.9,65191.9)
81396: (x,y) = (-14267.9,65009.5)
81397: (x,y) = (-14445.4,65107.9)
81398: (x,y) = (-14372.7,64918.4)
81399: (x,y) = (-14173.4,64957.1)
81400: (x,y) = (-14024.9,64818.6)
81401: (x,y) = (-14204.2,64723.3)
81402: (x,y) = (-14299.5,64544.1)
81403: (x,y) = (-14236.8,64737.2)
81404: (x,y) = (-14083.5,64870.4)
81405: (x,y) = (-14034.4,64673.4)
81406: (x,y) = (-14236.9,64659.2)
81407: (x,y) = (-14439.4,64645.1)
81408: (x,y) = (-14421.8,64442.8)
81409: (x,y) = (-14349,64253.3)
81410: (x,y) = (-14513.2,64372.6)
81411: (x,y) = (-14388.3,64532.6)
81412: (x,y) = (-14200,64608.6)
81413: (x,y) = (-14009.3,64539.2)
81414: (x,y) = (-13810,64578)
81415: (x,y) = (-13760.9,64774.9)
81416: (x,y) = (-13563.1,64729.3)
81417: (x,y) = (-13527.9,64929.2)
81418: (x,y) = (-13337.1,64859.7)
81419: (x,y) = (-13177.1,64734.8)
81420: (x,y) = (-13114.4,64927.8)
81421: (x,y) = (-13114.4,64724.8)
81422: (x,y) = (-13206.6,64544)
81423: (x,y) = (-13238.3,64744.5)
81424: (x,y) = (-13165.6,64554.9)
81425: (x,y) = (-12963.3,64572.6)
81426: (x,y) = (-12830.2,64725.8)
81427: (x,y) = (-12691.7,64874.3)
81428: (x,y) = (-12878.6,64953.6)
81429: (x,y) = (-12687.8,64884.2)
81430: (x,y) = (-12583.3,65058.2)
81431: (x,y) = (-12386.3,65009.1)
81432: (x,y) = (-12586.8,64977.3)
81433: (x,y) = (-12788.3,65002.1)
81434: (x,y) = (-12718.9,64811.3)
81435: (x,y) = (-12761.1,65009.9)
81436: (x,y) = (-12585.3,64908.4)
81437: (x,y) = (-12667.8,65093.8)
81438: (x,y) = (-12611.9,64898.7)
81439: (x,y) = (-12704,65079.6)
81440: (x,y) = (-12679.3,64878.1)
81441: (x,y) = (-12568.7,64707.8)
81442: (x,y) = (-12768,64746.6)
81443: (x,y) = (-12669.6,64569)
81444: (x,y) = (-12623.9,64371.2)
81445: (x,y) = (-12498.9,64531.2)
81446: (x,y) = (-12578.3,64344.3)
81447: (x,y) = (-12574.7,64141.3)
81448: (x,y) = (-12372.2,64155.5)
81449: (x,y) = (-12404,64356)
81450: (x,y) = (-12456.5,64552.1)
81451: (x,y) = (-12328.8,64394.3)
81452: (x,y) = (-12424.1,64215.1)
81453: (x,y) = (-12224.8,64176.4)
81454: (x,y) = (-12089,64327.2)
81455: (x,y) = (-12290.4,64352)
81456: (x,y) = (-12431.5,64205.9)
81457: (x,y) = (-12456.2,64407.4)
81458: (x,y) = (-12609.4,64274.2)
81459: (x,y) = (-12661.9,64078.2)
81460: (x,y) = (-12531.5,63922.6)
81461: (x,y) = (-12710.7,64018)
81462: (x,y) = (-12809.1,63840.4)
81463: (x,y) = (-12609.8,63879.1)
81464: (x,y) = (-12443.5,63762.7)
81465: (x,y) = (-12295.1,63901.1)
81466: (x,y) = (-12374.4,64088)
81467: (x,y) = (-12572.2,64133.7)
81468: (x,y) = (-12759.1,64213)
81469: (x,y) = (-12752,64010.1)
81470: (x,y) = (-12702.9,63813.1)
81471: (x,y) = (-12583.5,63648.9)
81472: (x,y) = (-12749.8,63532.5)
81473: (x,y) = (-12583.5,63416)
81474: (x,y) = (-12675.7,63596.9)
81475: (x,y) = (-12475.8,63632.2)
81476: (x,y) = (-12281.7,63691.5)
81477: (x,y) = (-12395.2,63523.2)
81478: (x,y) = (-12356.4,63324)
81479: (x,y) = (-12168.2,63400)
81480: (x,y) = (-11982.8,63317.4)
81481: (x,y) = (-11801.9,63409.6)
81482: (x,y) = (-11624.4,63311.2)
81483: (x,y) = (-11784.3,63186.2)
81484: (x,y) = (-11860.4,62998)
81485: (x,y) = (-11926.5,62806)
81486: (x,y) = (-11752.5,62910.6)
81487: (x,y) = (-11555.5,62861.5)
81488: (x,y) = (-11356.9,62819.3)
81489: (x,y) = (-11419.6,62626.2)
81490: (x,y) = (-11514.9,62447)
81491: (x,y) = (-11714.9,62482.2)
81492: (x,y) = (-11568.8,62623.2)
81493: (x,y) = (-11679.4,62793.5)
81494: (x,y) = (-11882.4,62789.9)
81495: (x,y) = (-11977.7,62610.7)
81496: (x,y) = (-11819.9,62738.5)
81497: (x,y) = (-12017.7,62784.1)
81498: (x,y) = (-11884.5,62937.3)
81499: (x,y) = (-12079.7,62881.4)
81500: (x,y) = (-11946.5,62728.2)
81501: (x,y) = (-12128.9,62639.2)
81502: (x,y) = (-11932.9,62691.7)
81503: (x,y) = (-12129.8,62740.8)
81504: (x,y) = (-12330.3,62772.6)
81505: (x,y) = (-12466.2,62923.4)
81506: (x,y) = (-12330.3,63074.3)
81507: (x,y) = (-12530.8,63042.5)
81508: (x,y) = (-12629.2,62865)
81509: (x,y) = (-12453.4,62763.5)
81510: (x,y) = (-12428.7,62965)
81511: (x,y) = (-12590.8,62842.8)
81512: (x,y) = (-12724,62689.6)
81513: (x,y) = (-12604.7,62853.8)
81514: (x,y) = (-12552.1,63049.9)
81515: (x,y) = (-12352.9,63011.2)
81516: (x,y) = (-12236.4,62844.9)
81517: (x,y) = (-12048.2,62768.9)
81518: (x,y) = (-11864.2,62683.1)
81519: (x,y) = (-12060.3,62735.6)
81520: (x,y) = (-12106,62933.4)
81521: (x,y) = (-12268.1,62811.2)
81522: (x,y) = (-12447.3,62715.9)
81523: (x,y) = (-12617.6,62826.5)
81524: (x,y) = (-12787.8,62715.9)
81525: (x,y) = (-12819.6,62515.4)
81526: (x,y) = (-12851.4,62314.9)
81527: (x,y) = (-12914.1,62121.9)
81528: (x,y) = (-12838,62310.1)
81529: (x,y) = (-13040.8,62299.5)
81530: (x,y) = (-12885.3,62169)
81531: (x,y) = (-12693.3,62235.1)
81532: (x,y) = (-12515.8,62333.5)
81533: (x,y) = (-12696.6,62241.3)
81534: (x,y) = (-12586.1,62411.6)
81535: (x,y) = (-12776.8,62342.1)
81536: (x,y) = (-12949,62234.6)
81537: (x,y) = (-13005,62429.7)
81538: (x,y) = (-13036.7,62229.2)
81539: (x,y) = (-13047.3,62431.9)
81540: (x,y) = (-12922.4,62272)
81541: (x,y) = (-12727.2,62216)
81542: (x,y) = (-12596.7,62060.5)
81543: (x,y) = (-12463.6,62213.7)
81544: (x,y) = (-12463.6,62010.7)
81545: (x,y) = (-12509.2,61812.9)
81546: (x,y) = (-12509.2,61609.9)
81547: (x,y) = (-12498.6,61812.6)
81548: (x,y) = (-12557.9,62006.8)
81549: (x,y) = (-12643.7,61822.8)
81550: (x,y) = (-12703.1,61628.6)
81551: (x,y) = (-12878.9,61527.1)
81552: (x,y) = (-12694.9,61441.4)
81553: (x,y) = (-12733.6,61640.6)
81554: (x,y) = (-12864.1,61485.1)
81555: (x,y) = (-12762.6,61660.9)
81556: (x,y) = (-12882,61496.7)
81557: (x,y) = (-13015.1,61649.9)
81558: (x,y) = (-13217.6,61635.7)
81559: (x,y) = (-13107.1,61465.5)
81560: (x,y) = (-12966.1,61319.5)
81561: (x,y) = (-12770.9,61375.4)
81562: (x,y) = (-12967.9,61326.3)
81563: (x,y) = (-13134.2,61209.9)
81564: (x,y) = (-13280.2,61068.9)
81565: (x,y) = (-13342.9,60875.8)
81566: (x,y) = (-13229.4,61044.1)
81567: (x,y) = (-13180.3,61241.1)
81568: (x,y) = (-13310.8,61085.5)
81569: (x,y) = (-13511.3,61053.8)
81570: (x,y) = (-13710.6,61092.5)
81571: (x,y) = (-13580.1,61248)
81572: (x,y) = (-13782,61269.3)
81573: (x,y) = (-13880.4,61446.8)
81574: (x,y) = (-13912.1,61647.3)
81575: (x,y) = (-13766.1,61506.3)
81576: (x,y) = (-13842.2,61318.1)
81577: (x,y) = (-13641.7,61349.8)
81578: (x,y) = (-13495.6,61490.8)
81579: (x,y) = (-13293.4,61473.1)
81580: (x,y) = (-13412.7,61637.4)
81581: (x,y) = (-13612,61676.1)
81582: (x,y) = (-13794.5,61587.1)
81583: (x,y) = (-13613.6,61495)
81584: (x,y) = (-13773.5,61619.9)
81585: (x,y) = (-13648.6,61460)
81586: (x,y) = (-13666.3,61257.7)
81587: (x,y) = (-13471.1,61313.7)
81588: (x,y) = (-13432.4,61513)
81589: (x,y) = (-13428.8,61715.9)
81590: (x,y) = (-13275.6,61582.8)
81591: (x,y) = (-13289.8,61380.3)
81592: (x,y) = (-13345.8,61575.4)
81593: (x,y) = (-13163.3,61664.4)
81594: (x,y) = (-12961.8,61639.6)
81595: (x,y) = (-13150,61563.6)
81596: (x,y) = (-13325.8,61665.1)
81597: (x,y) = (-13287.1,61465.8)
81598: (x,y) = (-13258.8,61264.8)
81599: (x,y) = (-13068.1,61334.2)
81600: (x,y) = (-13140.8,61523.7)
81601: (x,y) = (-13130.2,61726.5)
81602: (x,y) = (-13060.8,61917.2)
81603: (x,y) = (-13247.6,61996.5)
81604: (x,y) = (-13205.4,62195.1)
81605: (x,y) = (-13052.2,62328.3)
81606: (x,y) = (-13131.6,62515.2)
81607: (x,y) = (-13324.6,62452.4)
81608: (x,y) = (-13282.4,62253.9)
81609: (x,y) = (-13104.9,62352.3)
81610: (x,y) = (-13302.7,62306.6)
81611: (x,y) = (-13267.4,62106.7)
81612: (x,y) = (-13460.5,62044)
81613: (x,y) = (-13456.9,61841)
81614: (x,y) = (-13576.3,62005.2)
81615: (x,y) = (-13385.5,61935.8)
81616: (x,y) = (-13389,62138.8)
81617: (x,y) = (-13215,62243.3)
81618: (x,y) = (-13012.3,62232.7)
81619: (x,y) = (-12863.8,62371.1)
81620: (x,y) = (-12662.4,62346.4)
81621: (x,y) = (-12863.4,62318.1)
81622: (x,y) = (-12735.6,62160.4)
81623: (x,y) = (-12558.1,62062)
81624: (x,y) = (-12726.4,61948.5)
81625: (x,y) = (-12928.3,61969.7)
81626: (x,y) = (-13129.8,61994.4)
81627: (x,y) = (-12927.2,62008.6)
81628: (x,y) = (-12948.5,62210.5)
81629: (x,y) = (-12952,62413.4)
81630: (x,y) = (-13001.1,62216.5)
81631: (x,y) = (-13182,62124.3)
81632: (x,y) = (-13051.5,62279.8)
81633: (x,y) = (-12883.2,62166.3)
81634: (x,y) = (-12996.7,61998)
81635: (x,y) = (-12793.7,61998)
81636: (x,y) = (-12898.3,61824)
81637: (x,y) = (-12699,61785.3)
81638: (x,y) = (-12892.1,61722.5)
81639: (x,y) = (-12721.8,61833.1)
81640: (x,y) = (-12529.9,61899.2)
81641: (x,y) = (-12554.6,61697.7)
81642: (x,y) = (-12413.6,61551.7)
81643: (x,y) = (-12410.1,61754.6)
81644: (x,y) = (-12271.6,61903.1)
81645: (x,y) = (-12236.4,62103)
81646: (x,y) = (-12166.9,62293.8)
81647: (x,y) = (-12317.8,62429.6)
81648: (x,y) = (-12123.7,62370.3)
81649: (x,y) = (-12044.4,62557.1)
81650: (x,y) = (-12247.3,62553.6)
81651: (x,y) = (-12426.6,62458.3)
81652: (x,y) = (-12479.1,62262.2)
81653: (x,y) = (-12276.2,62269.3)
81654: (x,y) = (-12479.2,62272.8)
81655: (x,y) = (-12286.1,62210.1)
81656: (x,y) = (-12488.8,62220.7)
81657: (x,y) = (-12287.8,62192.5)
81658: (x,y) = (-12090.9,62143.3)
81659: (x,y) = (-12257.1,62259.8)
81660: (x,y) = (-12113.6,62116.2)
81661: (x,y) = (-12205.8,61935.4)
81662: (x,y) = (-12004.7,61907.1)
81663: (x,y) = (-12115.3,61736.9)
81664: (x,y) = (-12083.5,61937.4)
81665: (x,y) = (-12219.4,61786.5)
81666: (x,y) = (-12285.5,61978.4)
81667: (x,y) = (-12483.3,61932.8)
81668: (x,y) = (-12479.7,62135.8)
81669: (x,y) = (-12682.7,62139.3)
81670: (x,y) = (-12823.7,61993.3)
81671: (x,y) = (-12632.9,61923.8)
81672: (x,y) = (-12489.4,61780.3)
81673: (x,y) = (-12364.4,61940.3)
81674: (x,y) = (-12295,62131)
81675: (x,y) = (-12414.3,61966.8)
81676: (x,y) = (-12211.8,61980.9)
81677: (x,y) = (-12013.2,62023.2)
81678: (x,y) = (-11814.7,62065.4)
81679: (x,y) = (-11616.1,62023.2)
81680: (x,y) = (-11577.4,62222.4)
81681: (x,y) = (-11494.8,62407.9)
81682: (x,y) = (-11690,62351.9)
81683: (x,y) = (-11872.4,62262.9)
81684: (x,y) = (-11770.9,62087.1)
81685: (x,y) = (-11847,61898.9)
81686: (x,y) = (-12048,61870.7)
81687: (x,y) = (-11848.7,61831.9)
81688: (x,y) = (-11924.7,62020.1)
81689: (x,y) = (-11786.3,62168.6)
81690: (x,y) = (-11927.3,62314.6)
81691: (x,y) = (-11851.3,62502.9)
81692: (x,y) = (-11781.8,62312.1)
81693: (x,y) = (-11579,62305)
81694: (x,y) = (-11781.7,62315.6)
81695: (x,y) = (-11873.9,62134.8)
81696: (x,y) = (-11902.1,62335.8)
81697: (x,y) = (-11842.8,62141.7)
81698: (x,y) = (-11793.6,62338.6)
81699: (x,y) = (-11692.1,62514.4)
81700: (x,y) = (-11503.9,62438.4)
81701: (x,y) = (-11706.1,62456.1)
81702: (x,y) = (-11550.6,62586.6)
81703: (x,y) = (-11471.3,62399.7)
81704: (x,y) = (-11609.8,62251.2)
81705: (x,y) = (-11416.7,62188.5)
81706: (x,y) = (-11614.5,62234.2)
81707: (x,y) = (-11739.5,62074.2)
81708: (x,y) = (-11880.5,61928.2)
81709: (x,y) = (-11755.5,62088.1)
81710: (x,y) = (-11762.6,62291)
81711: (x,y) = (-11646.2,62124.7)
81712: (x,y) = (-11446.3,62089.5)
81713: (x,y) = (-11637,62158.9)
81714: (x,y) = (-11451.6,62241.5)
81715: (x,y) = (-11644.6,62304.2)
81716: (x,y) = (-11508.8,62455.1)
81717: (x,y) = (-11487.6,62657)
81718: (x,y) = (-11666.8,62752.3)
81719: (x,y) = (-11858.7,62818.3)
81720: (x,y) = (-11991.9,62971.6)
81721: (x,y) = (-12180.1,63047.6)
81722: (x,y) = (-12218.9,63246.9)
81723: (x,y) = (-12139.6,63060)
81724: (x,y) = (-12326.4,63139.3)
81725: (x,y) = (-12502.2,63240.8)
81726: (x,y) = (-12369,63394)
81727: (x,y) = (-12421.6,63197.9)
81728: (x,y) = (-12293.8,63040.2)
81729: (x,y) = (-12091.1,63029.6)
81730: (x,y) = (-11947.6,62886)
81731: (x,y) = (-11884.8,62693)
81732: (x,y) = (-12085.9,62721.2)
81733: (x,y) = (-12221.7,62570.3)
81734: (x,y) = (-12374.9,62437.2)
81735: (x,y) = (-12367.8,62234.3)
81736: (x,y) = (-12339.6,62435.3)
81737: (x,y) = (-12371.3,62234.8)
81738: (x,y) = (-12535.6,62354.1)
81739: (x,y) = (-12407.8,62196.4)
81740: (x,y) = (-12269.4,62047.9)
81741: (x,y) = (-12332.1,62241)
